Date,HomeTeam,VisitorTeam,Time
"Sunday, September 24, 2017",Arizona Diamondbacks,Miami Marlins,Start Time: 1:10 p.m. Local
"Saturday, September 23, 2017",Seattle Mariners,Cleveland Indians,Start Time: 1:10 p.m. Local
"Saturday, September 23, 2017",Toronto Blue Jays,New York Yankees,Start Time: 4:08 p.m. Local
"Saturday, September 23, 2017",Houston Astros,Los Angeles Angels,Start Time: 12:07 p.m. Local
"Saturday, September 23, 2017",Milwaukee Brewers,Chicago Cubs,Start Time: 12:06 p.m. Local
"Saturday, September 23, 2017",Los Angeles Dodgers,San Francisco Giants,Start Time: 6:10 p.m. Local
"Saturday, September 23, 2017",Detroit Tigers,Minnesota Twins,Start Time: 6:10 p.m. Local
"Saturday, September 23, 2017",Cincinnati Reds,Boston Red Sox,Start Time: 4:10 p.m. Local
"Saturday, September 23, 2017",Chicago White Sox,Kansas City Royals,Start Time: 6:11 p.m. Local
"Saturday, September 23, 2017",Arizona Diamondbacks,Miami Marlins,Start Time: 5:10 p.m. Local
"Friday, September 22, 2017",Toronto Blue Jays,New York Yankees,Start Time: 7:07 p.m. Local
"Saturday, September 23, 2017",Atlanta Braves,Philadelphia Phillies,Start Time: 7:12 p.m. Local
"Saturday, September 23, 2017",Baltimore Orioles,Tampa Bay Rays,Start Time: 7:09 p.m. Local
"Friday, September 22, 2017",Seattle Mariners,Cleveland Indians,Start Time: 7:12 p.m. Local
"Friday, September 22, 2017",San Diego Padres,Colorado Rockies,Start Time: 7:11 p.m. Local
"Friday, September 22, 2017",Pittsburgh Pirates,St. Louis Cardinals,Start Time: 7:07 p.m. Local
"Friday, September 22, 2017",New York Mets,Washington Nationals,Start Time: 7:11 p.m. Local
"Friday, September 22, 2017",Oakland Athletics,Texas Rangers,Start Time: 7:07 p.m. Local
"Friday, September 22, 2017",Milwaukee Brewers,Chicago Cubs,Start Time: 6:38 p.m. Local
"Friday, September 22, 2017",Cincinnati Reds,Boston Red Sox,Start Time: 7:10 p.m. Local
"Friday, September 22, 2017",Los Angeles Dodgers,San Francisco Giants,Start Time: 7:11 p.m. Local
"Friday, September 22, 2017",Detroit Tigers,Minnesota Twins,Start Time: 7:10 p.m. Local
"Friday, September 22, 2017",Houston Astros,Los Angeles Angels,Start Time: 7:11 p.m. Local
"Friday, September 22, 2017",Chicago White Sox,Kansas City Royals,Start Time: 7:11 p.m. Local
"Friday, September 22, 2017",Baltimore Orioles,Tampa Bay Rays,Start Time: 7:08 p.m. Local
"Friday, September 22, 2017",Atlanta Braves,Philadelphia Phillies,Start Time: 7:37 p.m. Local
"Friday, September 22, 2017",Arizona Diamondbacks,Miami Marlins,Start Time: 6:40 p.m. Local
"Thursday, September 21, 2017",Houston Astros,Chicago White Sox,Start Time: 7:12 p.m. Local
"Thursday, September 21, 2017",Toronto Blue Jays,Kansas City Royals,Start Time: 7:07 p.m. Local
"Thursday, September 21, 2017",Detroit Tigers,Minnesota Twins,Start Time: 7:10 p.m. Local
"Thursday, September 21, 2017",Cincinnati Reds,St. Louis Cardinals,Start Time: 7:10 p.m. Local
"Thursday, September 21, 2017",Baltimore Orioles,Tampa Bay Rays,Start Time: 7:09 p.m. Local
"Thursday, September 21, 2017",Los Angeles Angels,Cleveland Indians,Start Time: 1:08 p.m. Local
"Thursday, September 21, 2017",Atlanta Braves,Washington Nationals,Start Time: 7:37 p.m. Local
"Wednesday, September 20, 2017",Toronto Blue Jays,Kansas City Royals,Start Time: 7:07 p.m. Local
"Wednesday, September 20, 2017",Tampa Bay Rays,Chicago Cubs,Start Time: 7:10 p.m. Local
"Wednesday, September 20, 2017",Seattle Mariners,Texas Rangers,Start Time: 7:10 p.m. Local
"Wednesday, September 20, 2017",San Francisco Giants,Colorado Rockies,Start Time: 12:46 p.m. Local
"Wednesday, September 20, 2017",San Diego Padres,Arizona Diamondbacks,Start Time: 6:10 p.m. Local
"Wednesday, September 20, 2017",Pittsburgh Pirates,Milwaukee Brewers,Start Time: 7:06 p.m. Local
"Wednesday, September 20, 2017",New York Yankees,Minnesota Twins,Start Time: 1:10 p.m. Local
"Wednesday, September 20, 2017",Philadelphia Phillies,Los Angeles Dodgers,Start Time: 7:08 p.m. Local
"Wednesday, September 20, 2017",Miami Marlins,New York Mets,Start Time: 1:12 p.m. Local
"Wednesday, September 20, 2017",Baltimore Orioles,Boston Red Sox,Start Time: 7:08 p.m. Local
"Wednesday, September 20, 2017",Detroit Tigers,Oakland Athletics,Start Time: 1:10 p.m. Local
"Wednesday, September 20, 2017",Cincinnati Reds,St. Louis Cardinals,Start Time: 7:10 p.m. Local
"Wednesday, September 20, 2017",Houston Astros,Chicago White Sox,Start Time: 7:10 p.m. Local
"Wednesday, September 20, 2017",Los Angeles Angels,Cleveland Indians,Start Time: 7:08 p.m. Local
"Tuesday, September 19, 2017",Tampa Bay Rays,Chicago Cubs,Start Time: 7:10 p.m. Local
"Tuesday, September 19, 2017",Seattle Mariners,Texas Rangers,Start Time: 7:10 p.m. Local
"Tuesday, September 19, 2017",Toronto Blue Jays,Kansas City Royals,Start Time: 7:08 p.m. Local
"Wednesday, September 20, 2017",Atlanta Braves,Washington Nationals,Start Time: 7:36 p.m. Local
"Tuesday, September 19, 2017",Philadelphia Phillies,Los Angeles Dodgers,Start Time: 7:34 p.m. Local
"Tuesday, September 19, 2017",Pittsburgh Pirates,Milwaukee Brewers,Start Time: 7:07 p.m. Local
"Tuesday, September 19, 2017",San Diego Padres,Arizona Diamondbacks,Start Time: 7:10 p.m. Local
"Tuesday, September 19, 2017",San Francisco Giants,Colorado Rockies,Start Time: 7:15 p.m. Local
"Tuesday, September 19, 2017",Miami Marlins,New York Mets,Start Time: 7:12 p.m. Local
"Tuesday, September 19, 2017",Houston Astros,Chicago White Sox,Start Time: 7:11 p.m. Local
"Tuesday, September 19, 2017",Detroit Tigers,Oakland Athletics,Start Time: 7:25 p.m. Local
"Tuesday, September 19, 2017",New York Yankees,Minnesota Twins,Start Time: 8:10 p.m. Local
"Tuesday, September 19, 2017",Cincinnati Reds,St. Louis Cardinals,Start Time: 7:11 p.m. Local
"Tuesday, September 19, 2017",Baltimore Orioles,Boston Red Sox,Start Time: 7:08 p.m. Local
"Tuesday, September 19, 2017",Atlanta Braves,Washington Nationals,Start Time: 7:37 p.m. Local
"Monday, September 18, 2017",San Diego Padres,Arizona Diamondbacks,Start Time: 7:11 p.m. Local
"Monday, September 18, 2017",New York Yankees,Minnesota Twins,Start Time: 7:09 p.m. Local
"Monday, September 18, 2017",Pittsburgh Pirates,Milwaukee Brewers,Start Time: 7:07 p.m. Local
"Monday, September 18, 2017",Miami Marlins,New York Mets,Start Time: 7:11 p.m. Local
"Monday, September 18, 2017",Detroit Tigers,Oakland Athletics,Start Time: 7:10 p.m. Local
"Monday, September 18, 2017",Philadelphia Phillies,Los Angeles Dodgers,Start Time: 7:07 p.m. Local
"Tuesday, September 19, 2017",Los Angeles Angels,Cleveland Indians,Start Time: 7:09 p.m. Local
"Monday, September 18, 2017",Baltimore Orioles,Boston Red Sox,Start Time: 7:07 p.m. Local
"Sunday, September 17, 2017",Washington Nationals,Los Angeles Dodgers,Start Time: 8:09 p.m. Local
"Sunday, September 17, 2017",Tampa Bay Rays,Boston Red Sox,Start Time: 1:10 p.m. Local
"Sunday, September 17, 2017",San Francisco Giants,Arizona Diamondbacks,Start Time: 1:08 p.m. Local
"Sunday, September 17, 2017",New York Yankees,Baltimore Orioles,Start Time: 1:09 p.m. Local
"Sunday, September 17, 2017",Philadelphia Phillies,Oakland Athletics,Start Time: 1:40 p.m. Local
"Sunday, September 17, 2017",Houston Astros,Seattle Mariners,Start Time: 1:10 p.m. Local
"Sunday, September 17, 2017",Minnesota Twins,Toronto Blue Jays,Start Time: 1:12 p.m. Local
"Sunday, September 17, 2017",Colorado Rockies,San Diego Padres,Start Time: 1:12 p.m. Local
"Sunday, September 17, 2017",Milwaukee Brewers,Miami Marlins,Start Time: 2:10 p.m. Local
"Sunday, September 17, 2017",Detroit Tigers,Chicago White Sox,Start Time: 1:10 p.m. Local
"Sunday, September 17, 2017",Chicago Cubs,St. Louis Cardinals,Start Time: 1:23 p.m. Local
"Sunday, September 17, 2017",Cleveland Indians,Kansas City Royals,Start Time: 1:11 p.m. Local
"Sunday, September 17, 2017",Cincinnati Reds,Pittsburgh Pirates,Start Time: 1:10 p.m. Local
"Sunday, September 17, 2017",Atlanta Braves,New York Mets,Start Time: 1:37 p.m. Local
"Saturday, September 16, 2017",Washington Nationals,Los Angeles Dodgers,Start Time: 1:07 p.m. Local
"Saturday, September 16, 2017",San Francisco Giants,Arizona Diamondbacks,Start Time: 6:05 p.m. Local
"Sunday, September 17, 2017",Los Angeles Angels,Texas Rangers,Start Time: 12:38 p.m. Local
"Saturday, September 16, 2017",Tampa Bay Rays,Boston Red Sox,Start Time: 6:11 p.m. Local
"Saturday, September 16, 2017",Cincinnati Reds,Pittsburgh Pirates,Start Time: 4:11 p.m. Local
"Saturday, September 16, 2017",Chicago Cubs,St. Louis Cardinals,Start Time: 3:05 p.m. Local
"Saturday, September 16, 2017",Atlanta Braves,New York Mets,Start Time: 7:12 p.m. Local
"Saturday, September 16, 2017",Los Angeles Angels,Texas Rangers,Start Time: 6:07 p.m. Local
"Friday, September 15, 2017",Tampa Bay Rays,Boston Red Sox,Start Time: 7:10 p.m. Local
"Friday, September 15, 2017",Washington Nationals,Los Angeles Dodgers,Start Time: 7:06 p.m. Local
"Friday, September 15, 2017",San Francisco Giants,Arizona Diamondbacks,Start Time: 7:15 p.m. Local
"Friday, September 15, 2017",New York Yankees,Baltimore Orioles,Start Time: 7:11 p.m. Local
"Friday, September 15, 2017",Detroit Tigers,Chicago White Sox,Start Time: 7:10 p.m. Local
"Friday, September 15, 2017",Colorado Rockies,San Diego Padres,Start Time: 6:40 p.m. Local
"Friday, September 15, 2017",Cleveland Indians,Kansas City Royals,Start Time: 7:10 p.m. Local
"Friday, September 15, 2017",Philadelphia Phillies,Oakland Athletics,Start Time: 7:08 p.m. Local
"Friday, September 15, 2017",Minnesota Twins,Toronto Blue Jays,Start Time: 7:10 p.m. Local
"Friday, September 15, 2017",Milwaukee Brewers,Miami Marlins,Start Time: 8:10 p.m. Local
"Friday, September 15, 2017",Houston Astros,Seattle Mariners,Start Time: 7:10 p.m. Local
"Friday, September 15, 2017",Chicago Cubs,St. Louis Cardinals,Start Time: 1:21 p.m. Local
"Friday, September 15, 2017",Atlanta Braves,New York Mets,Start Time: 7:36 p.m. Local
"Friday, September 15, 2017",Los Angeles Angels,Texas Rangers,Start Time: 7:09 p.m. Local
"Thursday, September 14, 2017",Texas Rangers,Seattle Mariners,Start Time: 7:08 p.m. Local
"Thursday, September 14, 2017",St. Louis Cardinals,Cincinnati Reds,Start Time: 12:46 p.m. Local
"Thursday, September 14, 2017",Philadelphia Phillies,Miami Marlins,Start Time: 7:08 p.m. Local
"Friday, September 15, 2017",Cincinnati Reds,Pittsburgh Pirates,Start Time: 7:10 p.m. Local
"Thursday, September 14, 2017",Washington Nationals,Atlanta Braves,Start Time: 7:35 p.m. Local
"Thursday, September 14, 2017",New York Yankees,Baltimore Orioles,Start Time: 7:12 p.m. Local
"Thursday, September 14, 2017",Minnesota Twins,Toronto Blue Jays,Start Time: 7:11 p.m. Local
"Thursday, September 14, 2017",Arizona Diamondbacks,Colorado Rockies,Start Time: 12:40 p.m. Local
"Thursday, September 14, 2017",Boston Red Sox,Oakland Athletics,Start Time: 1:36 p.m. Local
"Thursday, September 14, 2017",Cleveland Indians,Kansas City Royals,Start Time: 7:10 p.m. Local
"Thursday, September 14, 2017",Detroit Tigers,Chicago White Sox,Start Time: 1:10 p.m. Local
"Thursday, September 14, 2017",Chicago Cubs,New York Mets,Start Time: 7:06 p.m. Local
"Thursday, September 14, 2017",Los Angeles Angels,Houston Astros,Start Time: 7:09 p.m. Local
"Wednesday, September 13, 2017",Cleveland Indians,Detroit Tigers,Start Time: 12:10 p.m. Local
"Wednesday, September 13, 2017",Milwaukee Brewers,Pittsburgh Pirates,Start Time: 7:10 p.m. Local
"Wednesday, September 13, 2017",Kansas City Royals,Chicago White Sox,Start Time: 1:15 p.m. Local
"Wednesday, September 13, 2017",Los Angeles Angels,Houston Astros,Start Time: 7:07 p.m. Local
"Wednesday, September 13, 2017",Arizona Diamondbacks,Colorado Rockies,Start Time: 6:40 p.m. Local
"Wednesday, September 13, 2017",Boston Red Sox,Oakland Athletics,Start Time: 7:10 p.m. Local
"Wednesday, September 13, 2017",Chicago Cubs,New York Mets,Start Time: 7:07 p.m. Local
"Tuesday, September 12, 2017",Washington Nationals,Atlanta Braves,Start Time: 7:05 p.m. Local
"Tuesday, September 12, 2017",Philadelphia Phillies,Miami Marlins,Start Time: 7:07 p.m. Local
"Tuesday, September 12, 2017",Texas Rangers,Seattle Mariners,Start Time: 7:08 p.m. Local
"Tuesday, September 12, 2017",Tampa Bay Rays,New York Yankees,Start Time: 7:10 p.m. Local
"Tuesday, September 12, 2017",St. Louis Cardinals,Cincinnati Reds,Start Time: 7:15 p.m. Local
"Tuesday, September 12, 2017",Toronto Blue Jays,Baltimore Orioles,Start Time: 7:08 p.m. Local
"Tuesday, September 12, 2017",San Francisco Giants,Los Angeles Dodgers,Start Time: 7:15 p.m. Local
"Tuesday, September 12, 2017",Minnesota Twins,San Diego Padres,Start Time: 7:10 p.m. Local
"Tuesday, September 12, 2017",Milwaukee Brewers,Pittsburgh Pirates,Start Time: 6:40 p.m. Local
"Tuesday, September 12, 2017",Cleveland Indians,Detroit Tigers,Start Time: 7:11 p.m. Local
"Tuesday, September 12, 2017",Kansas City Royals,Chicago White Sox,Start Time: 12:17 p.m. Local
"Tuesday, September 12, 2017",Chicago Cubs,New York Mets,Start Time: 7:08 p.m. Local
"Tuesday, September 12, 2017",Boston Red Sox,Oakland Athletics,Start Time: 7:10 p.m. Local
"Tuesday, September 12, 2017",Arizona Diamondbacks,Colorado Rockies,Start Time: 6:40 p.m. Local
"Tuesday, September 12, 2017",Los Angeles Angels,Houston Astros,Start Time: 7:09 p.m. Local
"Monday, September 11, 2017",Toronto Blue Jays,Baltimore Orioles,Start Time: 7:09 p.m. Local
"Monday, September 11, 2017",Texas Rangers,Seattle Mariners,Start Time: 7:10 p.m. Local
"Monday, September 11, 2017",Kansas City Royals,Chicago White Sox,Start Time: 7:16 p.m. Local
"Monday, September 11, 2017",Cleveland Indians,Detroit Tigers,Start Time: 7:11 p.m. Local
"Monday, September 11, 2017",Arizona Diamondbacks,Colorado Rockies,Start Time: 6:40 p.m. Local
"Monday, September 11, 2017",Milwaukee Brewers,Pittsburgh Pirates,Start Time: 6:43 p.m. Local
"Monday, September 11, 2017",Tampa Bay Rays,New York Yankees,Start Time: 7:12 p.m. Local
"Monday, September 11, 2017",San Francisco Giants,Los Angeles Dodgers,Start Time: 7:57 p.m. Local
"Sunday, September 10, 2017",Washington Nationals,Philadelphia Phillies,Start Time: 1:36 p.m. Local
"Sunday, September 10, 2017",St. Louis Cardinals,Pittsburgh Pirates,Start Time: 1:15 p.m. Local
"Sunday, September 10, 2017",Seattle Mariners,Los Angeles Angels,Start Time: 1:10 p.m. Local
"Sunday, September 10, 2017",Oakland Athletics,Houston Astros,Start Time: 1:07 p.m. Local
"Sunday, September 10, 2017",Kansas City Royals,Minnesota Twins,Start Time: 1:16 p.m. Local
"Sunday, September 10, 2017",Los Angeles Dodgers,Colorado Rockies,Start Time: 1:11 p.m. Local
"Sunday, September 10, 2017",Texas Rangers,New York Yankees,Start Time: 2:08 p.m. Local
"Sunday, September 10, 2017",Toronto Blue Jays,Detroit Tigers,Start Time: 1:08 p.m. Local
"Sunday, September 10, 2017",New York Mets,Cincinnati Reds,Start Time: 1:11 p.m. Local
"Sunday, September 10, 2017",Atlanta Braves,Miami Marlins,Start Time: 1:37 p.m. Local
"Saturday, September 9, 2017",Washington Nationals,Philadelphia Phillies,Start Time: 7:05 p.m. Local
"Saturday, September 9, 2017",Toronto Blue Jays,Detroit Tigers,Start Time: 4:07 p.m. Local
"Sunday, September 10, 2017",Cleveland Indians,Baltimore Orioles,Start Time: 8:08 p.m. Local
"Sunday, September 10, 2017",Chicago Cubs,Milwaukee Brewers,Start Time: 1:21 p.m. Local
"Sunday, September 10, 2017",Chicago White Sox,San Francisco Giants,Start Time: 1:10 p.m. Local
"Sunday, September 10, 2017",Boston Red Sox,Tampa Bay Rays,Start Time: 1:36 p.m. Local
"Sunday, September 10, 2017",Arizona Diamondbacks,San Diego Padres,Start Time: 1:10 p.m. Local
"Saturday, September 9, 2017",Texas Rangers,New York Yankees,Start Time: 12:08 p.m. Local
"Saturday, September 9, 2017",St. Louis Cardinals,Pittsburgh Pirates,Start Time: 6:15 p.m. Local
"Saturday, September 9, 2017",Seattle Mariners,Los Angeles Angels,Start Time: 6:11 p.m. Local
"Saturday, September 9, 2017",Oakland Athletics,Houston Astros,Start Time: 5:27 p.m. Local
"Saturday, September 9, 2017",Oakland Athletics,Houston Astros,Start Time: 1:07 p.m. Local
"Saturday, September 9, 2017",New York Mets,Cincinnati Reds,Start Time: 7:12 p.m. Local
"Saturday, September 9, 2017",Los Angeles Dodgers,Colorado Rockies,Start Time: 6:10 p.m. Local
"Saturday, September 9, 2017",Kansas City Royals,Minnesota Twins,Start Time: 6:15 p.m. Local
"Saturday, September 9, 2017",Cleveland Indians,Baltimore Orioles,Start Time: 1:06 p.m. Local
"Saturday, September 9, 2017",Boston Red Sox,Tampa Bay Rays,Start Time: 7:10 p.m. Local
"Saturday, September 9, 2017",Arizona Diamondbacks,San Diego Padres,Start Time: 5:10 p.m. Local
"Saturday, September 9, 2017",Chicago White Sox,San Francisco Giants,Start Time: 6:11 p.m. Local
"Saturday, September 9, 2017",Chicago Cubs,Milwaukee Brewers,Start Time: 3:06 p.m. Local
"Saturday, September 9, 2017",Atlanta Braves,Miami Marlins,Start Time: 7:10 p.m. Local
"Friday, September 8, 2017",Washington Nationals,Philadelphia Phillies,Start Time: 7:05 p.m. Local
"Friday, September 8, 2017",Toronto Blue Jays,Detroit Tigers,Start Time: 7:10 p.m. Local
"Friday, September 8, 2017",Texas Rangers,New York Yankees,Start Time: 7:10 p.m. Local
"Friday, September 8, 2017",St. Louis Cardinals,Pittsburgh Pirates,Start Time: 7:16 p.m. Local
"Friday, September 8, 2017",Seattle Mariners,Los Angeles Angels,Start Time: 7:11 p.m. Local
"Friday, September 8, 2017",New York Mets,Cincinnati Reds,Start Time: 7:11 p.m. Local
"Friday, September 8, 2017",Oakland Athletics,Houston Astros,Start Time: 7:07 p.m. Local
"Friday, September 8, 2017",Kansas City Royals,Minnesota Twins,Start Time: 7:16 p.m. Local
"Friday, September 8, 2017",Los Angeles Dodgers,Colorado Rockies,Start Time: 7:10 p.m. Local
"Friday, September 8, 2017",Cleveland Indians,Baltimore Orioles,Start Time: 7:10 p.m. Local
"Friday, September 8, 2017",Chicago Cubs,Milwaukee Brewers,Start Time: 7:07 p.m. Local
"Friday, September 8, 2017",Chicago White Sox,San Francisco Giants,Start Time: 7:10 p.m. Local
"Friday, September 8, 2017",Boston Red Sox,Tampa Bay Rays,Start Time: 7:10 p.m. Local
"Thursday, September 7, 2017",San Diego Padres,St. Louis Cardinals,Start Time: 6:10 p.m. Local
"Friday, September 8, 2017",Atlanta Braves,Miami Marlins,Start Time: 7:36 p.m. Local
"Thursday, September 7, 2017",Washington Nationals,Philadelphia Phillies,Start Time: 7:05 p.m. Local
"Thursday, September 7, 2017",Pittsburgh Pirates,Chicago Cubs,Start Time: 7:57 p.m. Local
"Friday, September 8, 2017",Arizona Diamondbacks,San Diego Padres,Start Time: 6:40 p.m. Local
"Thursday, September 7, 2017",New York Mets,Cincinnati Reds,Start Time: 7:10 p.m. Local
"Thursday, September 7, 2017",Chicago White Sox,Cleveland Indians,Start Time: 7:10 p.m. Local
"Thursday, September 7, 2017",Los Angeles Dodgers,Colorado Rockies,Start Time: 7:10 p.m. Local
"Thursday, September 7, 2017",Kansas City Royals,Minnesota Twins,Start Time: 7:16 p.m. Local
"Thursday, September 7, 2017",Baltimore Orioles,New York Yankees,Start Time: 1:39 p.m. Local
"Thursday, September 7, 2017",Atlanta Braves,Miami Marlins,Start Time: 7:36 p.m. Local
"Wednesday, September 6, 2017",Seattle Mariners,Houston Astros,Start Time: 7:10 p.m. Local
"Wednesday, September 6, 2017",Tampa Bay Rays,Minnesota Twins,Start Time: 1:10 p.m. Local
